# Earnings announcements for the top-weight NDX names.
# GENERATED by `make merge-earnings` from calendars/earnings_fetched.csv
# (yfinance announcement timestamps, US/Eastern).
# weight_pct: point-in-time from data/raw/pit_weights.parquet (weight as of the
# trading day before each announcement; 628 pre-history row(s) fell back to the snapshot).
# Basket membership is still today's top names, so pre-2020 rows carry
# survivorship; that affects the diagnostic phase, not the clean window.
# session: bmo = impact same day, amc/unknown = impact next trading day.
# 11 row(s) have session=unknown and are treated as amc.
# Re-verify sessions against company IR pages before trusting an
# event-sliced result; a wrong session shifts the vol day by one.
date,ticker,session,weight_pct,weight_pct_snapshot
2025-07-31,AAPL,amc,7.225434466626353,7.18
2025-07-31,AMZN,amc,5.656938840625435,4.74
2025-08-05,AMD,amc,1.7692516965303937,3.35
2025-08-13,CSCO,amc,1.7183670220875473,2.11
2025-08-21,WMT,bmo,3.083908452941582,2.4
2025-08-27,NVDA,amc,9.833984229621173,8.34
2025-09-04,AVGO,amc,3.1668051733888145,3.17
2025-09-23,MU,amc,1.0365796850947488,4.25
2025-10-22,TSLA,amc,3.732140691952168,2.62
2025-10-23,INTC,amc,0.9711910179894354,2.14
2025-10-29,GOOGL,amc,5.918323741763913,6.38
2025-10-29,META,amc,4.156223190667304,2.79
2025-10-29,MSFT,amc,7.731451995706161,5.96
2025-10-30,AAPL,amc,7.692526921782418,7.18
2025-10-30,AMZN,amc,4.722004776372437,4.74
2025-11-04,AMD,amc,2.1895769963577996,3.35
2025-11-12,CSCO,amc,1.5399914846979457,2.11
2025-11-19,NVDA,amc,8.970786339826972,8.34
2025-11-20,WMT,bmo,2.7168661832780456,2.4
2025-12-11,AVGO,amc,3.769477083648854,3.17
2025-12-17,MU,amc,1.4092934563887518,4.25
2026-01-22,INTC,amc,1.3826535690955744,2.14
2026-01-28,META,amc,3.6912460553536914,2.79
2026-01-28,MSFT,amc,6.774876273661074,5.96
2026-01-28,TSLA,amc,3.4005051400823847,2.62
2026-01-29,AAPL,amc,7.2319055072520815,7.18
2026-02-03,AMD,amc,2.04625269857955,3.35
2026-02-04,GOOGL,amc,7.467497987584758,6.38
2026-02-05,AMZN,amc,4.925248846323409,4.74
2026-02-11,CSCO,amc,1.8460937781935354,2.11
2026-02-19,WMT,bmo,3.3515738662281165,2.4
2026-02-25,NVDA,amc,9.173804617346034,8.34
2026-03-04,AVGO,amc,3.019902527539405,3.17
2026-03-18,MU,amc,2.8273891994734135,4.25
2026-04-22,TSLA,amc,3.3042894710150557,2.62
2026-04-23,INTC,amc,1.590990956811728,2.14
2026-04-29,AMZN,amc,4.956706924261209,4.74
2026-04-29,GOOGL,amc,7.060164511473511,6.38
2026-04-29,META,amc,3.425447116831363,2.79
2026-04-29,MSFT,amc,5.588879322739334,5.96
2026-04-30,AAPL,amc,6.996236342709319,7.18
2026-05-05,AMD,amc,2.5935773134083457,3.35
2026-05-13,CSCO,amc,1.7469583939325934,2.11
2026-05-20,NVDA,amc,8.575285344372633,8.34
2026-05-21,WMT,bmo,2.765016157442589,2.4
2026-06-03,AVGO,amc,3.5008891676426144,3.17
2026-06-24,MU,amc,5.250744373337203,4.25
2026-07-22,GOOGL,amc,6.464577457883051,6.38
2026-07-22,TSLA,amc,2.8529300089234177,2.62
2026-07-23,INTC,amc,2.260884429543191,2.14
2026-07-29,META,amc,2.9306973541786108,2.79
2026-07-29,MSFT,amc,4.954553662615741,5.96
2026-07-30,AAPL,amc,8.740855116441287,7.18
2026-07-30,AMZN,amc,4.291738847810767,4.74
2026-08-04,AMD,amc,3.4541741623101183,3.35
2026-08-12,CSCO,amc,2.11,2.11
2026-08-20,WMT,bmo,2.4,2.4
2026-08-26,NVDA,amc,8.34,8.34
2026-09-02,AVGO,amc,3.1700000000000004,3.17
2026-09-23,MU,amc,4.25,4.25
2026-10-21,TSLA,amc,2.62,2.62
2026-10-22,INTC,amc,2.1400000000000006,2.14
2026-10-28,GOOGL,amc,6.38,6.38
2026-10-28,META,amc,2.79,2.79
2026-10-28,MSFT,amc,5.96,5.96
2026-10-29,AAPL,amc,7.180000000000001,7.18
2026-10-29,AMZN,amc,4.74,4.74
2026-11-03,AMD,unknown,3.3499999999999996,3.35
